inference_seed,full_chunk_rmse,first_action_xyz_l2_m,first_action_7d_l2,candidate_gripper_negative_fraction,official_gripper_negative_fraction,candidate_first_action_z_m,official_first_action_z_m
2026081701,0.7615540384054099,0.07933074593085063,2.001840407626625,0.0,1.0,0.16270776093006134,0.2415768951177597
2026081702,0.7615570703111029,0.07932931889331002,2.0018410202030923,0.0,1.0,0.16277606785297394,0.24164417386054993
2026081703,0.7615510727284815,0.07925029045391488,2.0018328664110605,0.0,1.0,0.16282306611537933,0.24161100387573242
