bounded_hold_steps_sum,completed_inferences_per_second_mean,delay_profile,delivery_latency_p50_seconds_median,delivery_latency_p95_seconds_median,depletion_safe_hold_steps_sum,disconnects_sum,dropped_prefix_steps_sum,environment_steps_per_second_mean,episodes,fallback_activations_sum,fallback_chunks_accepted_sum,gpu_generated_actions_per_second_p50_median,hold_steps_sum,inference_latency_p50_seconds_median,inference_latency_p95_seconds_median,mean_environment_steps,model,peak_cuda_memory_mib_max,queue_age_p50_steps_median,queue_age_p95_steps_median,queue_depth_p50_steps_median,queue_depth_p95_steps_median,recoveries_sum,runtime,split,success_rate,successes,suite
23.0,0.8225365637819342,jitter_0600_pm0400_holdout,0.7062470720848069,3.1305930963018875,20.0,5.0,666.0,10.176944565152558,5,0.0,0.0,172.5172230838457,43.0,0.17389568104408681,2.526035805197895,141.4,xvla,12258.9501953125,19.0,28.0,11.0,23.44999999999999,5.0,actionstream_backend_aligned,holdout,1.0,5,libero_object
30.0,1.0696031294574466,burst_0250_to2000_holdout,0.47949510207399726,2.1499965199269355,234.0,5.0,785.0,14.045333017684053,5,15.0,15.0,159.9603844446018,264.0,0.18754643597640097,0.29289174950681623,288.6,xvla,12258.9501953125,15.0,56.79999999999998,16.0,27.0,5.0,actionstream_backend_guarded,holdout,0.2,1,libero_object
0.0,6.208482526268165,fixed_0000,0.09256650554016232,0.141981094609946,0.0,5.0,857.0,12.277261483231083,5,0.0,0.0,353.18017377339686,0.0,0.08494248043280095,0.13012647181749343,174.4,xvla,12258.9501953125,3.0,5.0,27.0,29.0,5.0,actionstream_backend_guarded,holdout,1.0,5,libero_object
0.0,1.3275157750009943,fixed_0250,0.43401986197568476,1.2686657643527652,0.0,5.0,694.0,10.666033155621585,5,0.0,0.0,177.61193411420456,0.0,0.16890756890643388,1.0037634604610433,143.2,xvla,12258.9501953125,13.0,17.0,18.0,23.349999999999994,5.0,actionstream_backend_guarded,holdout,1.0,5,libero_object
70.0,0.5411418869083559,fixed_0950,1.186747828964144,3.9797772580408437,474.0,5.0,847.0,10.547936008389886,5,0.0,0.0,137.20918173224126,544.0,0.2186442599631846,3.0162914941785806,179.4,xvla,12258.9501953125,25.0,29.0,0.0,21.150000000000006,5.0,actionstream_backend_guarded,holdout,1.0,5,libero_object
21.0,0.8264699389388757,jitter_0600_pm0400_holdout,0.7089473955566064,3.1287681087153,19.0,5.0,663.0,10.25320930437083,5,0.0,0.0,178.52497914549807,40.0,0.16804371098987758,2.483687640598506,141.8,xvla,12258.9501953125,19.0,28.0,11.0,23.39999999999999,5.0,actionstream_backend_guarded,holdout,1.0,5,libero_object
,3.869611752893662,burst_0250_to2000_holdout,0.3875688946573064,2.028850845713168,,,3151.0,12.41569456900019,5,,,350.22796679105795,90.0,0.08565849345177412,0.15613468041410664,183.2,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,1.0,5,libero_object
,1.8777603981821547,fixed_0000,0.16579803661443293,0.32261612522415817,,,441.0,11.319851447940318,5,,,245.1958220391824,0.0,0.1223511875141412,0.1808127857861109,138.8,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,1.0,5,libero_object
,2.1870684471051876,fixed_0250,0.40044987306464463,0.47797377160750326,,,1084.0,11.15916770259775,5,,,328.76192635706883,0.0,0.09125144244171679,0.1672778075793758,141.0,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,1.0,5,libero_object
,5.463078316085666,fixed_0950,1.0722565678879619,1.1279712262912653,,,5416.0,11.675071840670498,5,,,353.2659815621445,34.0,0.08492184802889824,0.1297692877240479,178.0,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,1.0,5,libero_object
,4.539025076634735,jitter_0600_pm0400_holdout,0.7336306185461581,1.076290129648987,,,4077.0,11.011046141232603,5,,,350.3886506106306,0.0,0.08561921154614538,0.1512117360718548,139.6,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,1.0,5,libero_object
,3.9982442416795143,burst_0250_to2000_holdout,0.39490752946585417,2.026788251416292,,,3463.0,13.242230595001919,5,,,332.17667009888856,144.0,0.09031338652130216,0.1610233601182699,228.0,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,0.6,3,libero_object
,1.8881102295466523,fixed_0000,0.16023624199442565,0.28939345856197174,,,452.0,11.487342851541388,5,,,256.7785691679804,0.0,0.11683217994868755,0.15803762199357152,143.6,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,1.0,5,libero_object
,2.3986290553976417,fixed_0250,0.3858544121030718,0.4431621869909577,,,1508.0,12.366993125945886,5,,,254.1351398481413,0.0,0.11804742948152125,0.1391121498076245,199.4,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,0.6,3,libero_object
,5.685846569702424,fixed_0950,1.0633457731455564,1.1005977801512925,,,6079.0,11.909710224993935,5,,,350.00836177294036,33.0,0.08571223798207939,0.11733135802205652,192.6,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,0.8,4,libero_object
,5.925458999976415,jitter_0600_pm0400_holdout,0.7679070041049272,1.077305462770164,,,9348.0,13.978767125094217,5,,,334.71380439962917,0.0,0.0896288100630045,0.14166761981323361,273.8,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,0.2,1,libero_object
,0.6095986986294956,burst_0250_to2000_holdout,0.3081721120979637,0.4022783461026847,,,0.0,16.06429621196714,5,,,313.6695626105975,0.0,0.09564205002970994,0.10622780414996669,137.6,xvla,3528.9501953125,,,,,,sync_hold,holdout,1.0,5,libero_object
,0.7072461937278494,fixed_0000,0.10322926403023303,0.1157234207727015,,,0.0,18.63259124549565,5,,,316.400182540599,0.0,0.0948166330344975,0.1069696688093245,137.6,xvla,3520.8251953125,,,,,,sync_hold,holdout,1.0,5,libero_object
,0.600469114634118,fixed_0250,0.35406035208143294,0.36655819830484687,,,0.0,15.824252987152011,5,,,311.17774069092627,0.0,0.09640792408026755,0.10800764611922205,137.6,xvla,3528.9501953125,,,,,,sync_hold,holdout,1.0,5,libero_object
,0.4227443757462213,fixed_0950,1.0507169319316745,1.0642361175268888,,,0.0,11.145732142699377,5,,,323.23962293189976,0.0,0.09281040402129292,0.1062654638197273,137.6,xvla,3528.9501953125,,,,,,sync_hold,holdout,1.0,5,libero_object
,0.5454160822033437,jitter_0600_pm0400_holdout,0.5271435040049255,0.6823865620885045,,,0.0,14.377501288984226,5,,,312.39179504085195,0.0,0.09603325207717717,0.10629412750713527,137.6,xvla,3528.9501953125,,,,,,sync_hold,holdout,1.0,5,libero_object
10.0,1.2351716307352292,burst_0250_to2000_holdout,0.44175988354254514,2.805664722574872,146.0,5.0,967.0,12.471803827181196,5,0.0,0.0,167.6825532164367,156.0,0.1789094895357266,1.231958315521475,215.0,xvla,12258.9501953125,13.0,22.89999999999999,16.0,23.0,5.0,actionstream_backend_aligned,holdout,0.6,3,libero_spatial
0.0,7.124814604221243,fixed_0000,0.0932744899764657,0.1320253008510917,0.0,5.0,1241.0,13.720511698866204,5,0.0,0.0,355.72756953359806,0.0,0.08433420001529157,0.11941092599881813,250.8,xvla,12258.9501953125,3.0,4.0,28.0,29.0,5.0,actionstream_backend_aligned,holdout,0.4,2,libero_spatial
0.0,1.4293117794437105,fixed_0250,0.43160264508333057,1.2660267923027204,0.0,5.0,982.0,11.890010069419825,5,0.0,0.0,181.26616643266973,0.0,0.16550247953273356,1.002050486858927,200.4,xvla,12258.9501953125,13.0,18.0,17.0,23.099999999999994,5.0,actionstream_backend_aligned,holdout,0.6,3,libero_spatial
82.0,0.5638276321998634,fixed_0950,1.147651442559436,4.08807145080063,576.0,5.0,1041.0,11.058593311828082,5,0.0,0.0,166.3861239408789,658.0,0.18030349700711668,3.120858117542224,217.6,xvla,12258.9501953125,25.0,29.549999999999997,0.0,21.400000000000006,5.0,actionstream_backend_aligned,holdout,0.6,3,libero_spatial
62.0,0.6622547287048597,jitter_0600_pm0400_holdout,0.999922035029158,3.8280784001690282,277.0,5.0,851.0,10.857177933777281,5,0.0,0.0,165.1733787298783,339.0,0.18162733141798526,2.9967997651663554,182.8,xvla,12258.9501953125,23.0,29.0,3.0,22.349999999999994,5.0,actionstream_backend_aligned,holdout,0.8,4,libero_spatial
10.0,1.2867147246615083,burst_0250_to2000_holdout,0.44903523847460747,1.7819288693135604,105.0,5.0,918.0,12.834367982726587,5,5.0,5.0,168.42749273316107,115.0,0.17811818909831345,0.30296857310459013,232.8,xvla,12258.9501953125,14.0,28.599999999999994,17.0,24.44999999999999,5.0,actionstream_backend_guarded,holdout,0.6,3,libero_spatial
0.0,7.035530311919895,fixed_0000,0.09479118417948484,0.13042178556788714,0.0,5.0,1240.0,13.746827581138385,5,0.0,0.0,349.49885545780376,0.0,0.08583719097077847,0.12054919255897402,251.2,xvla,12258.9501953125,3.0,4.0,28.0,29.0,5.0,actionstream_backend_guarded,holdout,0.4,2,libero_spatial
0.0,1.386011729920083,fixed_0250,0.45313649147283286,1.0143043141346317,0.0,5.0,976.0,11.847408974211334,5,0.0,0.0,160.42450971772143,0.0,0.18700384406838566,0.745430743764144,200.4,xvla,12258.9501953125,14.0,18.05000000000001,17.0,23.049999999999983,5.0,actionstream_backend_guarded,holdout,0.6,3,libero_spatial
81.0,0.5648677425378998,fixed_0950,1.138838117942214,4.087928015028586,564.0,5.0,1037.0,10.978033522007584,5,0.0,0.0,175.2367821305788,645.0,0.17119693499989808,3.1246694208821224,216.0,xvla,12258.9501953125,25.0,30.0,0.0,21.650000000000006,5.0,actionstream_backend_guarded,holdout,0.6,3,libero_spatial
58.0,0.6628297533138852,jitter_0600_pm0400_holdout,0.9797674114815891,3.8211747856344975,280.0,5.0,848.0,10.612562532589315,5,0.0,0.0,160.57701147044537,338.0,0.18682624446228147,3.0243269556667602,179.0,xvla,12258.9501953125,23.0,29.0,4.0,22.69999999999999,5.0,actionstream_backend_guarded,holdout,0.8,4,libero_spatial
,3.048025030450174,burst_0250_to2000_holdout,0.38490751350764185,1.230480971140786,,,1631.0,12.728717080478475,5,,,315.14154277441514,118.0,0.09519531996920705,0.15806502755731344,211.4,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,0.6,3,libero_spatial
,2.0421720021945586,fixed_0000,0.16247755102813244,0.28080781786702563,,,618.0,12.47467554245287,5,,,243.79824782066595,0.0,0.12305256607942283,0.1662052344530819,196.8,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,0.6,3,libero_spatial
,2.4253725679319222,fixed_0250,0.3861704425653443,0.44947251527337356,,,1334.0,11.605808540376922,5,,,306.17882200518886,0.0,0.09798195643816143,0.1411474048043601,167.8,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,0.8,4,libero_spatial
,5.217443032841009,fixed_0950,1.0755610943306237,1.1304580916184932,,,5456.0,11.75530636661638,5,,,341.44503120511365,37.0,0.08786187309306115,0.13311001709662376,193.8,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,0.8,4,libero_spatial
,4.069919642008272,jitter_0600_pm0400_holdout,0.7972992770373821,1.1149358127498998,,,3750.0,11.760496324125063,5,,,342.83825384785854,24.0,0.08750482089817524,0.13762414206285029,183.0,xvla,12258.9501953125,,,,,,lerobot_latest_only,holdout,0.8,4,libero_spatial
,2.9469383287622968,burst_0250_to2000_holdout,0.38146602804772556,1.484034604625773,,,1447.0,12.828337998703947,5,,,311.16881148134865,122.0,0.09641069057397544,0.15850072097964585,214.2,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,0.6,3,libero_spatial
,2.2576563164110595,fixed_0000,0.1634525500703603,0.25056760902516545,,,744.0,13.657680003617006,5,,,250.5357814690227,0.0,0.11974337487481534,0.1590513731352985,245.4,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,0.4,2,libero_spatial
,2.653777440122071,fixed_0250,0.3788999430835247,0.43874688651412724,,,1702.0,12.544626659029941,5,,,344.06492111496595,0.0,0.08719284692779183,0.1536529718898237,208.0,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,0.6,3,libero_spatial
,5.789767807031382,fixed_0950,1.0753206540830433,1.1302048950456083,,,7421.0,12.89677770355919,5,,,332.1987858226265,37.0,0.09030737401917577,0.13137570103863255,248.6,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,0.4,2,libero_spatial
,4.278761436866055,jitter_0600_pm0400_holdout,0.7774772539269179,1.11851180519443,,,4848.0,12.809393478268154,5,,,337.2399625316089,32.0,0.08895742893218994,0.14539940003305674,238.4,xvla,12258.9501953125,,,,,,lerobot_weighted_average,holdout,0.4,2,libero_spatial
,0.6162732254418178,burst_0250_to2000_holdout,0.3131856869440526,0.4164958424400538,,,0.0,15.9436942272492,5,,,370.81323063047665,0.0,0.08090326213277876,0.08543749903328716,160.0,xvla,3528.9501953125,,,,,,sync_hold,holdout,0.8,4,libero_spatial
,0.7238909152949636,fixed_0000,0.0891274360474199,0.09656487414613366,,,0.0,18.71585376385216,5,,,367.16336582055243,0.0,0.08170749805867672,0.08855188312008977,160.0,xvla,3520.8251953125,,,,,,sync_hold,holdout,0.8,4,libero_spatial
,0.6130139255224524,fixed_0250,0.3390161490533501,0.34333202610723673,,,0.0,15.861990788873864,5,,,369.91881809184997,0.0,0.0810988750308752,0.08509405497461557,160.0,xvla,3528.9501953125,,,,,,sync_hold,holdout,0.8,4,libero_spatial
,0.42826582647561173,fixed_0950,1.0401621079072356,1.0443013946991413,,,0.0,11.097160294363114,5,,,363.90568482453784,0.0,0.08243894297629595,0.08659483455121517,160.0,xvla,3528.9501953125,,,,,,sync_hold,holdout,0.8,4,libero_spatial
,0.4641261372647497,jitter_0600_pm0400_holdout,0.8698975201696157,0.9416759027633816,,,0.0,12.025950034092238,5,,,364.17223512440904,0.0,0.0823786030523479,0.08808364716824144,160.0,xvla,3528.9501953125,,,,,,sync_hold,holdout,0.8,4,libero_spatial
