runtime,episodes,successes,success_rate,mean_environment_steps,mean_wall_clock_episode_seconds,environment_steps_sum,inference_calls_sum,inference_completed_sum,median_inference_requests_per_second,depletion_safe_hold_steps_sum,depletion_fraction,hold_steps_sum,hold_fraction_aggregate,inference_latency_p50_seconds_median,inference_latency_p95_seconds_median,delivery_latency_p50_seconds_median,delivery_latency_p95_seconds_median,queue_age_p50_steps_median,queue_age_p95_steps_median,queue_depth_p50_steps_median,queue_depth_p95_steps_median,peak_cuda_memory_mib_max,observations_superseded_sum,dropped_prefix_steps_sum,responses_scheduled_sum,responses_delivered_sum,responses_rejected_out_of_order_sum,fallback_activations_sum,inference_errors_sum,inference_timeouts_sum
actionstream_backend_aligned,15,10,0.6666666666666666,201.33333333333334,11.708485324898113,3020,159,159,0.9019288273631583,1407,0.46589403973509935,1648,0.5456953642384106,0.1229145925026387,0.22188859740272163,1.0861109038814902,1.1861986994743348,24.0,29.0,0.0,21.599999999999994,3520.8251953125,2851,2862,0,0,0,0,0,0
actionstream_backend_pipelined_aligned,15,13,0.8666666666666667,137.93333333333334,7.953001177124679,2069,1261,1261,10.110201100974558,0,0.0,0,0.0,0.07128626713529229,0.09795398162677883,1.0285092445556074,1.0575944410637022,21.0,23.89999999999999,9.0,23.89999999999999,3520.8251953125,803,21623,1246,1063,0,0,0,0
